IGN,CLASS,LVL,CULVERT,FLAG
buffabplz,Hayato,250,"4,142",0
Ralogreenday,Phantom,270,"4,112",100
JoniPally,Paladin,272,"2,952",0
AdelePyrusX,Adele,276,"2,932",100
goatnuts,Kanna,260,"2,917",0
Maokie,Arch Mage (I/L),263,"2,832",0
Demonictized,Demon Avenger,250,"2,599","1,000"
joyjoos,Buccaneer,261,"2,581",100
ShyGuy69,Demon Slayer,271,"2,364",100
GUINS00S,Wind Archer,268,"1,985",100
PathJutsu,Pathfinder,268,"1,968",100
Kunfumita,Kanna,264,"1,917",100
OJeezOWeez,Arch Mage (F/P),269,"1,840",100
discountMerc,Wind Archer,258,"1,757",100
Wharchers,Wind Archer,266,"1,646",100
BuccaR1,Buccaneer,261,"1,532",200
DaddyDoo,Marksman,263,"1,466",550
BobingtonNL,Night Lord,263,"1,243",100
Invert,Battlemage,268,"1,185",100
MauricioSbuc,Buccaneer,260,"1,038",650
Snôwden,Bowmaster,266,977,0
eAnNyah,Wind Archer,265,910,100
Klobrille,Bishop,271,725,100
Herfo,Hero,262,719,300
PyrusILmage,Arch Mage (I/L),261,698,100
Maokie,Hayato,262,696,0
gyaradoof,Wind Archer,242,651,250
Tipku,Adele,251,598,100
SmollNippy,Bishop,263,592,"1,000"
StumblsRumbl,Thunder Breaker,260,554,100
NefertariViv,Mercedes,254,447,350
Susah,Bowmaster,268,437,100
Ketiew,Shade,260,248,350
0rvius,Illium,266,0,450
Aillou,Arch Mage (I/L),278,0,0
Akunaii,Blade Master,263,0,0
Andiology,Hero,264,0,100
Aoifene,Kaiser,247,0,0
Arkeustwo,Ark,260,0,0
ArwenWindx,Wind Archer,255,0,0
Atargattis,Wind Archer,261,0,0
Attriage,Shadower,244,0,0
BrackMama,Cannon Master,270,0,0
CoronaHeroX,Hero,275,0,0
Cullis,Blade Master,279,0,0
darkman420,Night Walker,262,0,0
EightLD,Buccaneer,271,0,0
ExaBucc,Buccaneer,260,0,0
ExcaliCrown,Hero,268,0,0
FairyErda,Mercedes,280,0,0
FakerIsU,Mercedes,256,0,0
FindingRawrs,Pathfinder,279,0,100
FujiBow,Bowmaster,260,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,261,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
Hádal,Buccaneer,260,0,0
loyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
jin99,Adele,275,0,0
KalePesto,Corsair,245,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kori312,Arch Mage (F/P),262,0,0
Laphrii,Buccaneer,253,0,0
LegaSynn,Night Lord,277,0,0
LoneSwallow,Shade,252,0,0
LoveGoes,Night Lord,266,0,0
MightyTWY,Night Walker,265,0,0
Minterr,Buccaneer,269,0,0
MysticalStep,Hero,260,0,0
Oakees,Cadena,261,0,800
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
PowerLeap,Night Walker,266,0,0
PuppyCake,Paladin,264,0,0
RednckShanks,Buccaneer,261,0,0
Salò,Dawn Warrior,264,0,0
SerAmidamaru,Hayato,265,0,0
Snooted,Wind Archer,268,0,0
SolExCrown,Dawn Warrior,251,0,0
SuhcMyDawn,Dawn Warrior,259,0,0
Synchronite,Zero,255,0,0
TigerThorn,Kanna,255,0,0
ToNhon,Kanna,278,0,0
URAQT,Angelic Buster,253,0,0
Waowa,Wind Archer,260,0,0
Wexam,Mercedes,250,0,0
Xepyks,Hero,262,0,0
abowtym,Bowmaster,250,0,0
Antcbb,Aran,260,0,0
blkicecoffee,Bowmaster,280,0,0
bunchwalk,Night Walker,263,0,0
