IGN,CLASS,LVL,CULVERT,FLAG
FujiBow,Bowmaster,260,"2,765",100
Maokie,Arch Mage (I/L),263,"2,685",250
Demonictiz,Demon Avenger,250,"2,431","1,000"
Invert,Battle Mage,267,"2,388",100
LoveGoes,Night Lord,265,"2,193",0
PathJutsu,Pathfinder,266,"1,956",100
BuccaR1,Buccaneer,261,"1,778",100
jonipally,Paladin,267,"1,319",0
Darkman4,Night Walker,262,"1,213",0
discountMe,Wind Archer,253,"1,073",100
DaddyDoo,Marksman,261,"1,003",250
MauricioSb,Buccaneer,260,954,300
Jettentat,Hero,261,937,100
Powerleap,Night Walker,266,899,0
xIllusionZ,Pathfinder,262,889,100
Bobington,Night Lord,261,789,0
Akunaii,Blade Master,261,608,250
Klobrille,Bishop,270,575,100
PyrusILma,Arch Mage (I/L),260,433,100
Andiology,Hero,261,412,100
DrillPark,Shadower,253,372,100
Dathuwu,Kanna,253,317,100
Susah,Bowmaster,265,310,100
Ketiew,Shade,260,245,350
PuppyCake,Paladin,260,211,100
SuhcMyDa,Dawn Warrior,246,106,100
Onvius,Illium,266,0,0
Anamiyawa,Evan,258,0,0
AnillaZeta,Lara,250,0,0
AoiBean,Bowmaster,260,0,0
Aoifene,Kaiser,247,0,0
Arkeustwo,Ark,260,0,0
ArwenWindx,Wind Archer,252,0,0
Atargattis,Wind Archer,261,0,0
BISHOPerb,Bishop,260,0,0
Blowmysou,Wind Archer,236,0,0
BrackMamaCannon,Master,270,0,0
CUBANHO,Buccaneer,265,0,0
Cullis,Blade Master,279,0,0
DeadlyBlaze,Blaze Wizard,261,0,0
EightLD,Buccaneer,270,0,0
EmiYusa,Dawn Warrior,232,0,0
Equiness,Hoyoung,263,0,0
Exabucc,Buccaneer,260,0,0
ExcaliCrown,Hero,268,0,0
ExiledCrown,Night Lord,277,0,0
Exor,Night Lord,281,0,0
FakerlsU,Mercedes,256,0,0
Fieldsoflce,Arch Mage (I/L),275,0,0
FujiHero,Hero,245,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
Herfo,Hero,260,0,0
HerosHonor,Hero,250,0,0
Hyascinth,Blaster,251,0,0
Hadal,Buccaneer,259,0,0
IEatPillsThunder,Breaker,251,0,0
loyo,Battle Mage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jing9,Adele,275,0,0
JustaShot,Bowmaster,262,0,0
KalePesto,Corsair,245,0,0
KannaWoo,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kori312,Arch Mage (F/P),262,0,0
KptKrazz,Buccaneer,271,0,0
Kunfumita,Kanna,264,0,0
Laphrii,Buccaneer,253,0,0
LiamDropp,Hero,262,0,0
LoneSwall,Shade,252,0,0
LumiSteel,Pathfinder,261,0,0
Minterr,Buccaneer,269,0,0
Murene,Night Walker,260,0,0
NesSteam,Battle Mage,245,0,0
NightcVAL,Night Walker,271,0,0
Oakees,Cadena,260,0,450
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
PrimeMango,Paladin,251,0,0
PwnC4ke,Buccaneer,262,0,0
RanchiBox:,Buccaneer,264,0,0
RednckSha,Buccaneer,260,0,100
RiceForm,Aran,271,0,0
