IGN,CLASS,LVL,CULVERT,FLAG
PuppyCake,Paladin,268,522,300
Gecko,Blaze Wizard,257,512,300
Hikiniku,Dawn Warrior,269,242,300
Orvius,lllium,266,0,0
AlynaH,Corsair,267,0,0
Aoifene,Kaiser,248,0,0
AriesxArk,Ark,263,0,0
ArwenWindx,Wind Archer,267,0,0
Atargattis,Wind Archer,266,0,0
Bloodymick,Cadena,271,0,0
BuccaR1,Buccaneer,261,0,0
Camill97,Adele,270,0,0
Couronne,Bowmaster,281,0,0
Cullis,Blade Master,279,0,0
DawnRaivyn,Dawn Warrior,261,0,0
DouBlaze,Shadower,265,0,0
EightLD,Buccaneer,278,0,0
Erofire,Arch Mage (F/P),263,0,0
Explosia,Bishop,280,0,0
FairParadox,Hero,272,0,0
Fairies,Adele,276,0,"1,000"
FairyErda,Mercedes,281,0,0
FakerlsU,Mercedes,265,0,0
FindingRa,Pathfinder,281,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
GiftStory,Buccaneer,264,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,243,0,0
HeWhoBuc,Buccaneer,28,0,0
ILoveSusah,Bowmaster,260,0,0
loyo,Battle Mage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
JobuTupaky,Shadower,283,0,0
KannaWoo,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
KptKrazz,Buccaneer,276,0,0
Laphrii,Buccaneer,258,0,0
LoneSwall,Shade,252,0,0
Lospalos,Hero,275,0,0
LumiTakeji,Luminous,277,0,0
Luumnia,Adele,262,0,0
Makisekuris,lllium,285,0,0
Maokie,Arch Mage (I/L),271,0,700
Nooks7070,Dawn Warrior,260,0,0
Nv00,Shadower,260,0,0
Oakees,Cadena,270,0,800
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
PyrusILma,Arch Mage (I/L,261,0,0
Rafff,Paladin,248,0,0
