IGN,CLASS,LVL,CULVERT,FLAG
AdelePyrusX,Adele,276,"3,567",100
ShyGuy69,Demon Slayer,273,"3,101",100
GUINS00S,Wind Archer,270,"3,060",100
Maokie,Arch Mage (I/L),265,"3,015",100
FujiBow,Bowmaster,260,"2,892",100
goatnuts,Kanna,260,"2,746",100
joyjoos,Buccaneer,261,"2,706",100
OJeezOWeez,Arch Mage (F/P),272,"2,543",100
Hádal,Buccaneer,260,"2,379",0
Demonictized,Demon Avenger,250,"2,309","1,000"
Jošh,Evan,267,"2,280",100
Camill97,Adele,262,"2,011",100
BuccaR1,Buccaneer,261,"1,953",100
Femtas,Arch Mage (F/P),266,"1,922",100
XRtheodore,Night Lord,268,"1,860",0
lcysilk,Night Lord,261,"1,710",100
PathJutsu,Pathfinder,270,"1,667",100
Invert,Battlemage,269,"1,530",100
eAnNyah,Wind Archer,266,"1,432",100
Oakees,Cadena,262,"1,420",800
Snôwden,Bowmaster,269,"1,340",0
DaddyDoo,Marksman,265,"1,296",400
Andiology,Hero,267,"1,268",100
BobingtonNL,Night Lord,264,"1,184",100
MauricioSbuc,Buccaneer,260,"1,136","1,000"
discountMerc,Wind Archer,260,"1,135",100
Herfo,Hero,264,"1,060",300
Drewster1995,Shadower,263,"1,058",100
Jettentat,Hero,261,"1,035",100
Klobrille,Bishop,272,987,100
Wharchers,Wind Archer,269,977,100
gyaradoof,Wind Archer,246,947,100
SmollNippy,Bishop,265,893,"1,000"
LeSqueech,Bishop,262,874,100
Tipku,Adele,257,742,100
Maokie,Hayato,262,698,0
SuhcMyDawn,Dawn Warrior,263,642,100
Attriage,Shadower,257,519,0
jsphbish,Bishop,261,498,100
Susah,Bowmaster,270,487,100
Ketiew,Shade,260,279,350
PuppyCake,Paladin,265,225,100
BoocaTooca,Buccaneer,225,45,100
0rvius,Illium,266,0,0
Akunaii,Blade Master,264,0,0
Aoifene,Kaiser,247,0,0
Arkeustwo,Ark,260,0,0
ArwenWindx,Wind Archer,258,0,0
Atargattis,Wind Archer,262,0,0
BrackMama,Cannon Master,270,0,0
Cullis,Blade Master,279,0,0
darkman420,Night Walker,263,0,0
ExaBucc,Buccaneer,260,0,0
ExcaliCrown,Hero,268,0,0
FakerIsU,Mercedes,256,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,261,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
Gôma,Bowmaster,262,0,0
Ioyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
jin99,Adele,275,0,0
JobuTupaky,Shadower,281,0,0
KalePesto,Corsair,245,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kori312,Arch Mage (F/P),262,0,0
Kunfumita,Kanna,264,0,0
Laphrii,Buccaneer,253,0,0
LegaSynn,Night Lord,277,0,0
LoneSwallow,Shade,252,0,0
LoveGoes,Night Lord,267,0,100
Luumnia,Adele,257,0,0
LuxPraelia,Dawn Warrior,230,0,0
MightyTWY,Night Walker,265,0,0
Minterr,Buccaneer,269,0,0
MysticBishop,Bishop,261,0,0
Nooks7070,Dawn Warrior,259,0,0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
PowerLeap,Night Walker,266,0,0
Punx,Cadena,281,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,216,0,0
Seihin,Dawn Warrior,266,0,250
SerAmidamaru,Hayato,265,0,0
SolExCrown,Dawn Warrior,251,0,0
Student625,Bishop,279,0,0
