IGN,CLASS,LVL,CULVERT,FLAG
PuppyCake,Paladin,265,382,100
Ketiew,Shade,260,327,550
BoocaTooca,Buccaneer,231,74,100
0rvius,Illium,266,0,0
Aoifene,Kaiser,247,0,0
ArwenWindx,Wind Archer,259,0,0
Atargattis,Wind Archer,262,0,0
BobingtonNL,Night Lord,265,0,0
BrackMama,Cannon Master,270,0,0
Camill97,Adele,262,0,0
Cullis,Blade Master,279,0,0
darkman420,Night Walker,264,0,0
EightLD,Buccaneer,272,0,0
ExaBucc,Buccaneer,260,0,0
ExcaliCrown,Hero,268,0,0
FindingRawrs,Pathfinder,280,0,0
FujiBow,Bowmaster,261,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
GreenHero,Hero,272,0,0
Hádal,Buccaneer,261,0,0
loyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
jin99,Adele,275,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kori312,Arch Mage (F/P),262,0,0
Laphrii,Buccaneer,253,0,0
LegaSynn,Night Lord,277,0,0
LoneSwallow,Shade,252,0,0
LuckyLager,Hero,250,0,0
Luumnia,Adele,260,0,0
LuxPraelia,Dawn Warrior,230,0,0
MightyTWY,Night Walker,265,0,0
Minterr,Buccaneer,269,0,0
MysticBishop,Bishop,261,0,0
Nooks7070,Dawn Warrior,259,0,0
OJeezOWeez,Arch Mage (F/P),274,0,100
Oakees,Cadena,262,0,0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
Punx,Cadena,281,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,225,0,0
Robust,Shade,265,0,0
SatsumaBushi,Hayato,278,0,0
SerAmidamaru,Hayato,265,0,0
Snôwden,Bowmaster,270,0,0
SolExCrown,Dawn Warrior,251,0,0
Synchronite,Zero,256,0,0
TigerThorn,Kanna,255,0,0
URAQT,Angelic Buster,253,0,0
Maokie,Hayato,262,0,0
Waowa,Wind Archer,260,0,0
Wexam,Mercedes,250,0,0
Wharchers,Wind Archer,270,0,0
Xepyks,Hero,263,0,0
Antcbb,Aran,260,0,0
blkicecoffee,Bowmaster,280,0,0
bunchwalk,Night Walker,263,0,0
geminiseason,Shadower,255,0,0
goatnuts,Night Walker,272,0,0
Kesmaree,Adele,264,0,0
onetym,Blade Master,265,0,0
pokguy,Arch Mage (I/L),273,0,0
Sadweekend,Lara,267,0,0
Sluhgs,Angelic Buster,263,0,0
Sut1ven,Dawn Warrior,275,0,0
