IGN,CLASS,LVL,CULVERT,FLAG
goatnuts,Kanna,260,"3,509",100
Hádal,Buccaneer,261,"3,298",0
MightyTWY,Night Walker,270,"3,269",100
Bloodymick,Cadena,271,"3,132",0
PathJutsu,Pathfinder,272,"3,119",100
Maydis,Lynn,262,"2,896",0
gyaradoof,Wind Archer,261,"2,857",250
Arsteia,Phantom,265,"2,783",100
Demonictized,Demon Avenger,250,"2,741","1,000"
XRtheodore,Night Lord,270,"2,686",0
BobingtonNL,Night Lord,268,"2,332",100
Camill97,Adele,265,"2,249",100
p8kerF4c3,Hero,261,"2,076",100
darkman420,Night Walker,267,"1,931",100
FakerIsU,Mercedes,261,"1,859",100
Wharchers,Wind Archer,273,"1,823",100
SmollNippy,Bishop,270,"1,811","1,000"
discountMerc,Wind Archer,260,"1,729",200
Akunaii,Blade Master,267,"1,635",0
Kunfumita,Kanna,264,"1,621",0
xlMeowIesslx,Lynn,259,"1,610",100
lcysilk,Night Lord,262,"1,443",0
eAnNyah,Wind Archer,268,"1,405",100
SuhcMyDawn,Dawn Warrior,270,"1,194",100
DaddyDoo,Marksman,270,"1,155",350
Susah,Bowmaster,274,957,100
PuppyCake,Paladin,267,557,100
Ketiew,Shade,260,453,0
Faûna,Lynn,241,353,300
0rvius,Illium,266,0,0
185cm22,Night Walker,260,0,0
Aoifene,Kaiser,247,0,0
AriesxArk,Ark,262,0,0
ArwenWindx,Wind Archer,260,0,0
Atargattis,Wind Archer,263,0,0
Azaghal,Mihile,263,0,0
BrackMama,Cannon Master,0,0,0
BuccaR1,Buccaneer,261,0,0
Cullis,Blade Master,279,0,0
FairParadox,Hero,272,0,0
Femtas,Arch Mage (F/P),270,0,0
FindingRawrs,Pathfinder,280,0,0
FujiBow,Bowmaster,261,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,243,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
jin99,Adele,276,0,0
KalePesto,Corsair,250,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Klobrille,Bishop,275,0,0
Laphrii,Buccaneer,253,0,0
LegaSynn,Night Lord,277,0,0
LoneSwallow,Shade,252,0,0
Lospalos,Hero,271,0,100
LuckyLager,Hero,253,0,0
Luumnia,Adele,262,0,0
MesolessHo,Shadower,0,0,0
Minterr,Buccaneer,269,0,0
MysticBishop,Bishop,261,0,0
Nooks7070,Dawn Warrior,259,0,0
Oakees,Cadena,264,0,0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
Punx,Cadena,281,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,245,0,0
