IGN,CLASS,LVL,CULVERT,FLAG
MauricioS,Bishop,280,"14,626","1,000"
PoeBow,Pathfinder,277,"14,211",0
ExiledCrown,Night Lord,281,"13,971",0
JoniPally,Paladin,280,"13,930",0
MysticalStep,Phantom,283,"13,599",0
shootemquile,Wind Archer,280,"13,593",0
XxAvV,Adele,278,"12,932",0
helloyesok,Cadena,261,"11,719",0
Couronne,Bowmaster,280,"11,605",250
goatnuts,Night Walker,275,"11,066",0
EightLD,Buccaneer,274,"10,079",0
ArkR1,Ark,275,"9,939",100
Channel,Buccaneer,263,"9,933",0
warIock,Night Lord,280,"9,868",0
Explosia,Bishop,276,"9,827",0
Robust,Shade,266,"9,212",0
AnnyWithaY,Cadena,280,"8,738",0
Malfe,Night Walker,279,"8,672",0
Chiivess,Bishop,280,"8,637",0
Gôma,Bowmaster,263,"8,595",0
Seihin,Dawn Warrior,271,"8,303",250
Coronadena,Cadena,274,"7,509",100
GreenHero,Hero,275,"7,408",0
JobuTupaky,Shadower,282,"7,173",200
Student625,Bishop,280,"6,943",0
Fieldsofice,Arch Mage (I/L),278,"6,771",0
Arsteia,Bowmaster,277,"6,600","1,000"
Azaghal,Mihile,263,"6,503",0
DouBlaze,Shadower,263,"5,976",0
Kori312,Arch Mage (F/P),267,"5,864",100
Aggression,Buccaneer,262,"5,631",0
Ixeon,Paladin,275,"5,514",100
ExcaliCrown,Hero,271,"4,868",0
GUINS00S,Wind Archer,274,"4,753",100
LeSqueech,Bishop,275,"4,561",100
jin99,Adele,276,"4,499",100
Herfo,Hero,270,"4,400",200
AdelePyrusX,Adele,277,"4,192",100
LoveGoes,Night Lord,270,"3,965",100
OJeezOWeez,Arch Mage (F/P),277,"3,918",100
Maokie,Arch Mage (I/L),268,"3,845",300
Invert,Battlemage,272,"3,661",200
buffabplz,Hayato,250,"3,461",0
Bloodymick,Cadena,271,"3,324",0
joyjoos,Buccaneer,261,"3,320",200
Jošh,Evan,270,"2,953",100
goatnuts,Kanna,261,"2,897",100
Femtas,Arch Mage (F/P),270,"2,807",100
darkman420,Night Walker,267,"2,746",100
Lospalos,Hero,271,"2,701",100
Synchronite,Zero,260,"2,667",200
Wharchers,Wind Archer,273,"2,572",100
PathJutsu,Pathfinder,273,"2,430",100
Demonictized,Demon Avenger,250,"2,344","1,000"
p8kerF4c3,Hero,261,"2,289",100
Arsteia,Phantom,265,"2,255",100
DaddyDoo,Marksman,271,"2,220",550
Andiology,Hero,273,"2,167",100
Sadweekend,Lara,270,"2,134",100
FakerIsU,Mercedes,261,"2,107",100
gyaradoof,Wind Archer,261,"2,068",200
eAnNyah,Wind Archer,268,"1,972",100
MesolessHo,Shadower,267,"1,910",100
Camill97,Adele,265,"1,895",100
xlMeowIesslx,Lynn,260,"1,890",100
Maydis,Lynn,262,"1,810",400
XRtheodore,Night Lord,270,"1,496",0
Akunaii,Blade Master,268,"1,402",0
SmollNippy,Bishop,270,"1,225","1,000"
lcysilk,Night Lord,262,"1,155",0
Kunfumita,Kanna,264,976,300
Klobrille,Bishop,275,924,0
AriesxArk,Ark,262,836,100
SuhcMyDawn,Dawn Warrior,270,654,100
Wexam,Mercedes,253,603,100
Ketiew,Shade,260,454,250
PuppyCake,Paladin,267,401,100
Sentanapica,Bishop,239,316,0
Faûna,Lynn,241,314,100
Hikiniku,Dawn Warrior,237,53,100
0rvius,Illium,266,0,0
185cm22,Night Walker,260,0,0
Aillou,Arch Mage (I/L),280,0,0
Aoifene,Kaiser,247,0,0
ArwenWindx,Wind Archer,260,0,0
Atargattis,Wind Archer,263,0,0
BobingtonNL,Night Lord,268,0,0
BrackMama,Cannon Master,0,0,0
BuccaR1,Buccaneer,261,0,0
CoronaHeroX,Hero,277,0,0
Cullis,Blade Master,279,0,0
FairParadox,Hero,272,0,0
FindingRawrs,Pathfinder,280,0,0
FujiBow,Bowmaster,261,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,243,0,0
Hádal,Buccaneer,261,0,0
loyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
KalePesto,Corsair,250,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
KptKrazz,Buccaneer,274,0,0
Laphrii,Buccaneer,253,0,0
LegaSynn,Night Lord,277,0,0
LuckyLager,Hero,253,0,0
Luumnia,Adele,262,0,0
MightyTWY,Night Walker,270,0,0
Minterr,Buccaneer,269,0,0
MysticBishop,Bishop,261,0,0
Nooks7070,Dawn Warrior,259,0,0
Oakees,Cadena,264,0,0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,ker,2,0
Punx,Cadena,281,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,245,0,0
