IGN,CLASS,LVL,CULVERT,FLAG
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
KalePesto,Corsair,250,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Klobrille,Bishop,275,0,0
Laphrii,Buccaneer,253,0,0
LegaSynn,Night Lord,277,0,0
LoneSwallow,Shade,252,0,0
LoveGoes,Night Lord,269,0,0
LuckyLager,Hero,253,0,0
Luumnia,Adele,262,0,0
Minterr,Buccaneer,269,0,0
MysticBishop,Bishop,261,0,0
NoXArrow,Wind Archer,262,0,0
Nooks7070,Dawn Warrior,259,0,0
Oakees,Cadena,263,0,0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
Punx,Cadena,281,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,245,0,0
Robust,Shade,265,0,0
SatsumaBushi,Hayato,278,0,0
SerAmidamaru,Hayato,265,0,0
Snooted,Wind Archer,270,0,0
SolExCrown,Dawn Warrior,252,0,0
