IGN,CLASS,LVL,CULVERT,FLAG
Jayras,Dawn Warrior,267,"4,056",100
buffabplz,Hayato,250,"3,840",0
joyjoos,Buccaneer,261,"3,507",200
DouBlaze,Shadower,261,"3,392",100
Equiness,Hoyoung,263,"3,221",100
AdelePyrusX,Adele,275,"3,093",100
sadweeken,Lara,267,"2,900",100
goatnuts,Kanna,260,"2,889",100
Demonictiz,Demon Avenger,250,"2,453",350
Maokie,Arch Mage (I/L),263,"2,430",100
jonipally,Paladin,270,"2,307",0
LoveGoes,Night Lord,266,"2,267",100
FujiBow,Bowmaster,260,"2,172",0
PathJutsu,Pathfinder,266,"1,897",100
BuccaR1,Buccaneer,261,"1,505",0
Waokie,Hayato,262,"1,222",100
Darkman4,Night Walker,262,"1,212",0
Invert,Battle Mage,268,"1,210",200
DaddyDoo,Marksman,262,"1,175",300
OJeezOWe,Arch Mage (F/P),267,"1,170",100
MauricioSb,Buccaneer,260,912,300
Bobington,Night Lord,261,862,100
Akunaii,Blade Master,261,858,100
Jettentat,Hero,261,824,250
PhaseRus,Night Walker,261,799,0
eAnNyah,Wind Archer,264,768,100
ArwenWindx,Wind Archer,254,748,0
Herfo,Hero,261,666,200
Klobrille,Bishop,270,631,100
SmollNippy,Bishop,262,565,"1,000"
Susah,Bowmaster,266,456,100
DrillPark,Shadower,254,386,100
Ketiew,Shade,260,227,100
PuppyCake,Paladin,261,210,100
SuhcMyDa,Dawn Warrior,252,197,100
Andiology,Hero,262,0,650
Aoifene,Kaiser,247,0,0
Arkeustwo,Ark,260,0,0
Arsteia,Bowmaster,273,0,0
Atargattis,Wind Archer,261,0,0
BISHOPerb,Bishop,260,0,0
Blowmysou,Wind Archer,236,0,0
BrackMamaCannon,Master,270,0,0
Couronne,Bowmaster,277,0,0
Cullis,Blade Master,279,0,0
DeadlyBlaze,Blaze Wizard,261,0,0
EightLD,Buccaneer,271,0,0
EmiYusa,Dawn Warrior,232,0,0
Exabucc,Buccaneer,260,0,0
ExcaliCrown,Hero,268,0,0
Exor,Night Lord,281,0,0
FakerlsU,Mercedes,256,0,0
FujiHero,Hero,246,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,261,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
HerosHonor,Hero,250,0,0
Hadal,Buccaneer,260,0,0
IEatPillsThunder,Breaker,251,0,0
loyo,Battle Mage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jin99,Adele,275,0,0
KalePesto,Corsair,245,0,0
KannaWoo,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kori312,Arch Mage(F/P,262,0,0
Kunfurmita,Kanna,264,0,0
Laphrii,Buccaneer,253,0,0
LiamDropp,Hero,262,0,0
LoneSwall,Shade,252,0,0
MaJorG,Aran,262,0,0
MightyTWY,Night Walker,265,0,0
Minterr,Buccaneer,269,0,0
NefertariViv,Mercedes,252,0,0
Oakees,Cadena,260,0,300
Pedelle,Adele,271,0,0
Powerleap,Night Walker,266,0,0
PyrusILma,Arch Mage (I/L),260,0,0
RaloGreen,Phantom,269,0,0
RanchiBox,Buccaneer,264,0,0
RednckSha,Buccaneer,261,0,0
SerAmida,Hayato,265,0,0
ShaquilleONDawn,Warrior,261,0,0
SingleStep,Shadower,270,0,0
Snowden,Bowmaster,265,0,0
SolEXCrownDawn,Warrior,251,0,0
StumblsRuThunderBreaker260,Unknown,260,0,0
Synchronite,Zero,255,0,0
TigerThorn,Kanna,255,0,0
Tipku,Adele,248,0,0
