IGN,CLASS,LVL,CULVERT,FLAG
XRtheodore,Night Lord,269,"1,875",0
FujiBow,Bowmaster,261,"1,818",100
Maydis,Lynn,256,"1,773",300
lcysilk,Night Lord,262,"1,744",100
MesolessHo,Shadower,264,"1,732",100
gyaradoof,Wind Archer,260,"1,720",100
SmollNippy,Bishop,269,"1,694","1,000"
xlMeowIesslx,Lynn,253,"1,470",100
eAnNyah,Wind Archer,268,"1,343",100
Invert,Battlemage,271,"1,301",300
Klobrille,Bishop,274,"1,201",0
Jošh,Evan,269,"1,002",200
Susah,Bowmaster,273,857,100
Maokie,Hayato,262,633,0
PuppyCake,Paladin,267,580,100
Ketiew,Shade,260,515,250
Faûna,Lynn,235,168,100
0rvius,Illium,266,0,0
AIivya,Bishop,283,0,0
Aoifene,Kaiser,247,0,0
ArwenWindx,Wind Archer,260,0,0
Atargattis,Wind Archer,263,0,0
BrackMama,Cannon Master,270,0,0
BuccaR1,Buccaneer,261,0,0
Chiivess,Bishop,280,0,100
Coronadena,Cadena,273,0,0
Cullis,Blade Master,279,0,0
DaddyDoo,Marksman,268,0,250
darkman420,Night Walker,265,0,0
FairParadox,Hero,272,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
loyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
KalePesto,Corsair,250,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Laphrii,Buccaneer,253,0,0
LegaSynn,Night Lord,277,0,0
LoneSwallow,Shade,252,0,0
LuckyLager,Hero,253,0,0
Luumnia,Adele,262,0,0
Minterr,Buccaneer,269,0,0
MysticBishop,Bishop,261,0,0
NoXArrow,Wind Archer,262,0,0
Nooks7070,Dawn Warrior,259,0,0
Oakees,Cadena,263,0,0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
Punx,Cadena,281,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,245,0,0
SatsumaBushi,Hayato,278,0,0
Sentanapica,Bishop,203,0,0
SerAmidamaru,Hayato,265,0,0
Snooted,Wind Archer,270,0,0
SolExCrown,Dawn Warrior,252,0,0
