IGN,CLASS,LVL,CULVERT,FLAG
SIMP4CHA,Wind Archer,276,"6,964",0
CoronaHer,Hero,275,"6,851",0
Azaghal,Mihile,262,"6,782",0
WaterBend,Zero,272,"6,677",0
SomaSet,Dark Knight,280,"6,638",0
Snooted,Wind Archer,268,"6,628",0
AnnyWithaY,Cadena,277,"6,512",200
Coronadena,Cadena,270,"6,334",250
goatnuts,Night Walker,269,"6,297",0
Student625,Bishop,278,"5,993",0
MauricioS,Bishop,272,"5,505",450
Fieldsoflce,Arch Mage(l/L,275,"5,452",100
Robust,Shade,265,"5,421",0
Chiivess,Bishop,278,"5,134",100
Seihin,Dawn Warrior,265,"5,066",250
Arsteia,Bowmaster,274,"5,005","1,000"
Equiness,Hoyoung,263,"4,516",0
FairParadox,Hero,268,"4,057",100
buffabplz,Hayato,250,"4,037",0
DouBlaze,Shadower,261,"3,715",100
joyjoos,Buccaneer,261,"3,507",100
AdelePyrusX,Adele,276,"3,459",100
goatnuts,Kanna,260,"3,101",100
RaloGreen,Phantom,270,"2,932",200
Salo,Dawn Warrior,262,"2,739",0
Maokie,Arch Mage (I/L),263,"2,726",300
Dermonictiz,Demon Avenger,250,"2,603",650
Hadal,Buccaneer,260,"2,514",0
jonipally,Paladin,271,"2,337",0
ShyGuy69,Demon Slayer,271,"2,296",100
LoveGoes,Night Lord,266,"2,270",100
Powerleap,Night Walker,266,"2,220",100
Kunfumita,Kanna,264,"1,956",300
OJeezOWe,Arch Mage (F/P),267,"1,758",100
PathJutsu,Pathfinder,267,"1,750",100
BuccaR1,Buccaneer,261,"1,649",200
Wharchers,Wind Archer,265,"1,452",100
DaddyDoo,Marksman,262,"1,327",300
Invert,Battle Mage,268,"1,310",100
Waokie,Hayato,262,994,100
Snowden,Bowmaster,265,967,0
Bobington,Night Lord,262,838,0
MauricioSh,Buccaneer,260,816,550
Herfo,Hero,262,783,550
eAnNyah,Wind Archer,265,777,100
Klobrille,Bishop,271,749,100
Jettentat,Hero,261,667,100
Tipku,Adele,250,467,100
Susah,Bowmaster,267,431,100
SmollNippy,Bishop,262,399,"1,000"
PyrusILma,Arch Mage (I/L),261,378,250
SuhcMyDa,Dawn Warrior,254,287,100
PuppyCake,Paladin,262,275,100
Attriage,Shadower,238,252,0
Ketiew,Shade,260,204,100
Orvius,Iliun,266,0,0
Aggression,Buccaneer,262,0,0
Ailiou,Arch Mage (I/L),278,0,0
Akunaii,Blade Master,262,0,0
Andiology,Hero,263,0,100
Aoifene,Kaiser,247,0,0
Arkeustwo,Ark,260,0,0
ArwenWindx,Wind Archer,254,0,0
Atargattis:,Wind Archer,261,0,0
BISHOPerb,Bishop,260,0,0
Blowmysou,Wind Archer,236,0,0
BrackMamaCannon,Master,270,0,0
Cullis,Blade Master,279,0,0
Darkman4,NightWalker,262,0,0
DeadlyBlaze,Blaze Wizard,261,0,0
EightLD,Buccaneer,271,0,0
Exabucc,Buccaneer,260,0,0
ExcaliCrown,Hero,268,0,0
Fakerlsu,Mercedes,256,0,0
FujiBow,Bowmaster,260,0,0
FujiHero,Hero,247,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,261,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
HerosHonor,Hero,250,0,0
loyo,Battle Mage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jin99,Adele,275,0,0
KalePesto,Corsair,245,0,0
KannaWoo,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kori312,Arch Mage (F/P),262,0,0
Laphrii,Buccaneer,253,0,0
LiamDropp,Hero,262,0,0
LoneSwall,Shade,252,0,0
MaJorG,Aran,262,0,0
MightyTWY,Night Walker,265,0,0
Minterr,Buccaneer,269,0,0
NefertariViv,Mercedes,253,0,0
Oakees,Cadena,260,0,400
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
RanchiBox,Buccaneer,264,0,0
RednckSha,Buccaneer,261,0,0
SerAmida,Hayato,265,0,0
ShaquilleONDawn,Warrior,261,0,0
SingleStep,Shadower,270,0,0
SolEXCrownDawn,Warrior,251,0,0
StumblsRuThunderBreaker260,Unknown,260,0,0
Synchronite,Zero,255,0,0
TigerThorn,Kanna,255,0,0
ToNhon,Kanna,278,0,0
Tonigiri,Shadower,268,0,0
URAQT,Angelic Buster,253,0,0
