IGN,CLASS,LVL,CULVERT,FLAG
BobingtonNL,Night Lord,263,0,0
BrackMama,Cannon Master,270,0,0
Chiivess,Bishop,279,0,100
Cullis,Blade Master,279,0,0
darkman420,Night Walker,263,0,0
ExaBucc,Buccaneer,260,0,0
ExcaliCrown,Hero,268,0,0
Explosia,Bishop,275,0,0
FakerIsU,Mercedes,256,0,0
Fieldsofice,Arch Mage (I/L),276,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,261,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
Hádal,Buccaneer,260,0,0
Invert,Battlemage,268,0,0
loyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
jin99,Adele,275,0,0
KalePesto,Corsair,245,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Ketiew,Shade,260,0,0
Kori312,Arch Mage (F/P),262,0,0
Laphrii,Buccaneer,253,0,0
LegaSynn,Night Lord,277,0,0
LoneSwallow,Shade,252,0,0
MightyTWY,Night Walker,265,0,0
Minterr,Buccaneer,269,0,0
Nooks7070,Dawn Warrior,259,0,0
Oakees,Cadena,261,0,800
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,ker,2,0
PowerLeap,Night Walker,ker,0,0
Punx,Cadena,281,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,207,0,0
SatsumaBushi,Hayato,278,0,0
SerAmidamaru,Hayato,265,0,0
Snooted,Wind Archer,268,0,0
SolExCrown,Dawn Warrior,251,0,0
Synchronite,Zero,256,0,0
TigerThorn,Kanna,255,0,0
ToNhon,Kanna,278,0,0
URAQT,Angelic Buster,253,0,0
Waowa,Wind Archer,260,0,0
Wexam,Mercedes,250,0,0
XRTheodore,Night Lord,267,0,0
Xepyks,Hero,262,0,0
