IGN,CLASS,LVL,CULVERT,FLAG
Kunfumita,Kanna,264,0,0
Laphrii,Buccaneer,253,0,0
liamdroppedu,Hero,262,0,0
LoneSwallow,Shade,252,0,0
MaJorG,Aran,262,0,0
MightyTWY,Night Walker,265,0,0
Minterr,Buccaneer,269,0,0
NefertariViv,Mercedes,252,0,0
Oakees,Cadena,260,0,300
Pedelle,Adele,271,0,0
PowerLeap,Night Walker,266,0,0
PyrusILmage,Arch Mage (I/L),260,0,0
Ralogreenday,Phantom,269,0,0
RanchiBox,Buccaneer,264,0,0
RednckShanks,Buccaneer,261,0,0
SerAmidamaru,Hayato,265,0,0
ShaquilleON,Dawn Warrior,261,0,0
SingleStep,Shadower,270,0,0
Snôwden,Bowmaster,265,0,0
SolExCrown,Dawn Warrior,251,0,0
StumblsRumbl,Thunder Breaker,260,0,0
Synchronite,Zero,255,0,0
TigerThorn,Kanna,255,0,0
Tipku,Adele,248,0,0
