IGN,CLASS,LVL,CULVERT,FLAG
Explosia,Bishop,275,"7,061",0
Robust,Shade,265,"6,807",0
JobuTupaky,Shadower,280,"6,694",400
CoronaHeroX,Hero,274,"6,652",100
Azaghal,Mihile,262,"6,409",0
SomaSet,Dark Knight,280,"6,242",0
Student625,Bishop,278,"6,030",0
STDswords,Adele,269,"5,840",0
goatnuts,Night Walker,268,"5,814",0
WaterBender,Zero,272,"5,681",100
Coronadena,Cadena,270,"5,601",200
MauricioS,Bishop,271,"5,291",400
ArkR1,Ark,274,"5,125",100
Arsteia,Bowmaster,273,"5,095","1,000"
Chiivess,Bishop,277,"4,949",100
SIMP4CHAEWON,Wind Archer,275,"4,919",100
AnnyWithaY,Cadena,277,"4,845",100
FairParadox,Hero,267,"4,825",100
Aggression,Buccaneer,262,"4,603",0
ConsumabIe,Shadower,261,"4,130",0
MaJorG,Aran,262,"4,113",0
Seihin,Dawn Warrior,264,"4,091",300
Ralogreenday,Phantom,267,"3,581",250
AdelePyrusX,Adele,275,"3,471",100
joyjoos,Buccaneer,261,"3,417",100
goatnuts,Kanna,260,"3,299",0
Sadweekend,Lara,267,"2,865",250
FujiBow,Bowmaster,260,"2,765",100
Maokie,Arch Mage (I/L),263,"2,685",250
Demonicitized,Demon Avenger,250,"2,431","1,000"
Invert,Battlemage,267,"2,388",100
LoveGoes,Night Lord,265,"2,193",0
PathJutsu,Pathfinder,266,"1,956",100
BuccaR1,Buccaneer,261,"1,778",100
JoniPally,Paladin,267,"1,319",0
darkman420,Night Walker,262,"1,213",0
discountMerc,Wind Archer,253,"1,073",100
DaddyDoo,Marksman,261,"1,003",250
MauricioS,Buccaneer,260,954,300
Jettentat,Hero,261,937,100
PowerLeap,Night Walker,266,899,0
xillusionZ,Pathfinder,262,889,100
BobingtonNL,Night Lord,261,789,0
Akunaii,Blade Master,261,608,250
Klobrille,Bishop,270,575,100
PyrusILmage,Arch Mage (I/L),260,433,100
Andiology,Hero,261,412,100
DrillPark,Shadower,253,372,100
Dathuwu,Kanna,253,317,100
Susah,Bowmaster,265,310,100
Ketiew,Shade,260,245,350
PuppyCake,Paladin,260,211,100
SuhcMyDawn,Dawn Warrior,246,106,100
Orvius,Illium,266,0,0
Anamiyawante,Evan,258,0,0
AnnillaZeta,Lara,250,0,0
Aoibean,Bowmaster,260,0,0
Aoifene,Kaiser,247,0,0
Arkeustwo,Ark,260,0,0
ArwenWindx,Wind Archer,252,0,0
Atargattis,Wind Archer,261,0,0
BISHOPerbia,Bishop,260,0,0
Blowmysoup,Wind Archer,236,0,0
BrackMama,Cannon Master,270,0,0
CUBANHOODRAT,Buccaneer,265,0,0
Cullis,Blade Master,279,0,0
DeadlyBlaze,Blaze Wizard,261,0,0
EightLD,Buccaneer,270,0,0
EmiYusá,Dawn Warrior,232,0,0
Equiness,Hoyoung,263,0,0
ExaBucc,Buccaneer,260,0,0
ExcaliCrown,Hero,268,0,0
ExiledCrown,Night Lord,277,0,0
Exor,Night Lord,281,0,0
FakerIsU,Mercedes,256,0,0
Fieldsofice,Arch Mage (I/L),275,0,0
FujiHero,Hero,245,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
Herfo,Hero,260,0,0
HerosHonor,Hero,250,0,0
Hyascinth,Blaster,251,0,0
Hádal,Buccaneer,259,0,0
IEatPills,Thunder Breaker,251,0,0
Ioyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
jin99,Adele,275,0,0
JustaShot,Bowmaster,262,0,0
KalePesto,Corsair,245,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kori312,Arch Mage (F/P),262,0,0
KptKrazz,Buccaneer,271,0,0
Kunfumita,Kanna,264,0,0
Laphrii,Buccaneer,253,0,0
liamdroppedu,Hero,262,0,0
LoneSwallow,Shade,252,0,0
LumiSteel,Pathfinder,261,0,0
Minterr,Buccaneer,269,0,0
Murmeline,Night Walker,260,0,0
NesSteam,Battlemage,245,0,0
NightcVAL,Night Walker,271,0,0
Oakees,Cadena,260,0,450
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
PrimeMango,Paladin,251,0,0
Pwnc4ke ,Buccaneer,262,0,0
RanchiBox,Buccaneer,264,0,0
RednckShanks,Buccaneer,260,0,100
RiceForm,Aran,271,0,0
