IGN,CLASS,LVL,CULVERT,FLAG
Kunfumita,Kanna,264,"1,943",200
OJeezOWeez,Arch Mage (F/P),269,"1,943",100
PathJutsu,Pathfinder,268,"1,913",100
Oakees,Cadena,261,"1,584","1,000"
Wharchers,Wind Archer,266,"1,517",100
Invert,Battlemage,268,"1,367",300
DaddyDoo,Marksman,263,"1,324",450
Maokie,Hayato,262,"1,176",0
Jettentat,Hero,261,"1,015",100
eAnNyah,Wind Archer,265,985,100
Snôwden,Bowmaster,266,984,0
MauricioSbuc,Buccaneer,260,862,800
Akunaii,Blade Master,263,819,400
Andiology,Hero,264,733,"1,000"
Klobrille,Bishop,271,666,100
SmollNippy,Bishop,263,577,"1,000"
gyaradoof,Wind Archer,242,497,200
Susah,Bowmaster,268,476,100
PyrusILmage,Arch Mage (I/L),261,385,100
PuppyCake,Paladin,264,314,100
SuhcMyDawn,Dawn Warrior,259,313,100
Ketiew,Shade,260,234,200
0rvius,Illium,266,0,0
Alivya,Bishop,281,0,0
AdelePyrusX,Adele,276,0,0
Aoifene,Kaiser,247,0,0
Arkeustwo,Ark,260,0,0
ArwenWindx,Wind Archer,255,0,0
Atargattis,Wind Archer,261,0,0
Attriage,Shadower,244,0,0
BobingtonNL,Night Lord,263,0,0
BrackMama,Cannon Master,270,0,0
Couronne,Bowmaster,277,0,"1,000"
Cullis,Blade Master,279,0,0
darkman420,Night Walker,262,0,0
ExaBucc,Buccaneer,260,0,0
ExcaliCrown,Hero,268,0,0
FakerIsU,Mercedes,256,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,261,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
Herfo,Hero,262,0,400
Hádal,Buccaneer,260,0,0
IHinoeI,Wild Hunter,278,0,0
Ioyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
jin99,Adele,275,0,0
KalePesto,Corsair,245,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kori312,Arch Mage (F/P),262,0,0
Laphrii,Buccaneer,253,0,0
LegaSynn,Night Lord,277,0,0
LoneSwallow,Shade,252,0,0
LoveGoes,Night Lord,266,0,0
MightyTWY,Night Walker,265,0,0
Minterr,Buccaneer,269,0,0
MysticalStep,Hero,260,0,0
NefertariViv,Mercedes,253,0,0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
PowerLeap,Night Walker,266,0,0
RednckShanks,Buccaneer,261,0,0
SerAmidamaru,Hayato,265,0,0
Snooted,Wind Archer,268,0,0
SolExCrown,Dawn Warrior,251,0,0
StumblsRumbl,Thunder Breaker,260,0,0
Synchronite,Zero,255,0,0
TigerThorn,Kanna,255,0,0
Tipku,Adele,251,0,0
ToNhon,Kanna,278,0,0
URAQT,Angelic Buster,253,0,0
Waowa,Wind Archer,260,0,0
WaterBender,Zero,273,0,0
Wexam,Mercedes,250,0,0
Xepyks,Hero,262,0,0
Zunea77,Shadower,282,0,0
abowtym,Bowmaster,250,0,0
Antcbb,Aran,260,0,0
bunch0,Illium,281,0,0
bunchwalk,Night Walker,262,0,0
discountMerc,Wind Archer,258,0,0
geminiseason,Shadower,253,0,0
