IGN,CLASS,LVL,CULVERT,FLAG
StumblsRumbl,Thunder Breaker,260,579,100
SmollNippy,Bishop,261,547,800
Tipku,Adele,247,447,100
Susah,Bowmaster,266,416,100
NefertariViv,Mercedes,251,409,400
Antcbb,Aran,260,366,0
PyrusILmage,Arch Mage (I/L),260,334,100
DrillPark,Shadower,254,308,100
Ketiew,Shade,260,224,350
PuppyCake,Paladin,261,215,100
Dathuwu,Kanna,253,211,0
SuhcMyDawn,Dawn Warrior,249,151,100
Anamiyawante,Evan,258,0,0
Aoifene,Kaiser,247,0,0
Arkeustwo,Ark,260,0,0
Atargattis,Wind Archer,261,0,0
BISHOPerbia,Bishop,260,0,0
Blowmysoup,Wind Archer,236,0,0
BrackMama,Cannon Master,270,0,0
Chiivess,Bishop,277,0,100
Cullis,Blade Master,279,0,0
DeadlyBlaze,Blaze Wizard,261,0,0
EmiYusá,Dawn Warrior,232,0,0
Equiness,Hoyoung,263,0,0
ExaBucc,Buccaneer,260,0,0
ExcaliCrown,Hero,268,0,0
FakerIsU,Mercedes,256,0,0
Fieldsofice,Arch Mage (I/L),275,0,100
FujiHero,Hero,245,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,261,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
HerosHonor,Hero,250,0,0
IEatPills,Thunder Breaker,251,0,0
Ioyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
jin99,Adele,275,0,100
JustaShot,Bowmaster,262,0,0
KalePesto,Corsair,245,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kori312,Arch Mage (F/P),262,0,0
Laphrii,Buccaneer,253,0,0
liamdroppedu,Hero,262,0,0
LoneSwallow,Shade,252,0,0
LumiSteel,Pathfinder,261,0,0
MaJorG,Aran,262,0,0
MightyTWY,Night Walker,265,0,0
Minterr,Buccaneer,269,0,0
Murmeline,Night Walker,260,0,0
NesSteam,Battlemage,245,0,0
Oakees,Cadena,260,0,0
PhaseRus,Night Walker,261,0,0
PowerLeap,Night Walker,266,0,0
RanchiBox,Buccaneer,264,0,0
RednckShanks,Buccaneer,261,0,0
Rigumaru,Hayato,248,0,0
SerAmidamaru,Hayato,265,0,0
ShaquilleON,Dawn Warrior,261,0,0
SingleStep,Shadower,270,0,0
SolExCrown,Dawn Warrior,251,0,0
SolExCrown,Dawn Warrior,250,0,0
