IGN,CLASS,LVL,CULVERT,FLAG
Fieldsoflce,Arch Magel/L,280,"13,194",0
helloyesok,Cadena,262,"12,886",0
abb2be2,Angelic Buster,279,"12,546",0
Student625,Bishop,282,"12,495",0
ArkR1,Ark,277,"12,325",350
Explosia,Bishop,280,"12,147",0
JobuTupaky,Shadower,283,"12,096",450
GreenHero,Hero,279,"11,682",0
AnnyWithaY,Cadena,281,"11,520",0
Robust,Shade,266,"10,732",0
FindingRa,Pathfinder,281,"10,066",0
Seihin,Dawn Warrior,275,"9,601",350
Minterr,Buccaneer,271,"9,259",0
Jin99,Adele,278,"8,831",200
OJeezOWe,Arch Mage (F/P,281,"8,554",0
GUINS00S,Wind Archer,277,"7,935",0
ShyGuy69,Demon Slayer,278,"7,931",0
DaddyDoo,Marksman,275,"7,567",300
Azaghal,Mihile,263,"7,515",0
SadDuck,Blade Master,277,"7,333",200
LoveGoes,Night Lord,272,"7,124",0
Herfo,Hero,276,"6,764",0
LeSqueech,Bishop,280,"6,720",0
Sentanapica,Bishop,271,"6,553",0
Alivya,Bishop,286,"6,306",0
Darkman4,Night Walker,274,"5,934",100
BrackMamaCannon,Unknown,0,0,0
Invert,Battle Mage,275,"5,745",100
Andiology,Hero,278,"5,260",100
ExcaliCrown,Hero,274,"5,131",0
goatnuts,Kanna,264,"4,751",100
buffabplz,Hayato,250,"4,540",0
Wharchers,Wind Archer,276,"4,516",100
XRTheodore,Night Lord,273,"4,503",0
MesolessHo,Shadower,273,"4,478",100
Maydis,Lynn,268,"4,328",0
AdelePyrusX,Adele,277,"4,030",100
FakerlsU,Mercedes,265,"3,737",0
Arestei,Phantom,271,"3,637",100
PathJutsu,Pathfinder,275,"3,418",100
Josh,Evan,271,"3,324",100
Snowden,Bowmaster,275,"3,230",0
Femtas,Arch Mage (F/P),272,"3,157",100
gyaradoof,Wind Archer,261,"3,127",400
Hadal,Buccaneer,262,"2,963",0
SuhcMyDa,Dawn Warrior,273,"2,950",100
Demonictiz,Demon Avenger,250,"2,877","1,000"
NatsumeR,Lynn,263,"2,525",0
antcbb,Aran,262,"2,412",100
Drolo,Zero,265,"2,070",550
CocoaPeb,Night Walker,260,"2,058",100
ManasAB,Angelic Buster,271,"1,785",100
fdfdfgea,Demon Slayer,265,"1,726",0
thunderyouThunder,Unknown,0,0,0
Excellent,Blade Master,265,"1,234",100
eAnNyah,Wind Archer,270,"1,230",100
Winderoos,Wind Archer,270,"1,149",100
Fairysusu,Mercedes,270,"1,063",0
Sneakochair,Shadower,265,893,0
Waokie,Hayato,263,864,0
Recordcake,Unknown,0,0,0
PuppyCake,Paladin,268,634,250
Ketiew,Shade,260,504,550
Hikiniku,Dawn Warrior,267,152,100
Orvius,llliurn,266,0,0
Aggression,Buccaneer,262,0,0
AlynaH,Corsair,267,0,0
Aoifene,Kaiser,248,0,0
AriesxArk,Ark,263,0,0
ArwenWindx,Wind Archer,266,0,0
Atargattis,Wind Archer,266,0,0
Bloodymick,Cadena,271,0,0
BuccaR1,Buccaneer,261,0,0
Camill97,Adele,270,0,0
Cullis,Blade Master,279,0,0
DawnRaivyn,Dawn Warrior,26,0,0
Derbyy,Phantom,263,0,0
DongSoldierDawn,Warrior,269,0,0
DouBlaze,Shadower,265,0,0
EightLD,Buccaneer,278,0,0
Erofire,Arch Mage (F/P),263,0,0
FairParadox,Hero,272,0,0
FairyErda,Mercedes,281,0,0
FujiBow,Bowmaster,261,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,243,0,0
ILoveSusah,Bowmaster,260,0,0
loyo,Battle Mage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
KalePesto,Corsair,252,0,0
KannaWoo,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
KptKrazz,Buccaneer,276,0,0
Kunfumita,Kanna,264,0,0
Laphrii,Buccaneer,258,0,0
LoneSwall,Shade,252,0,0
Lospalos,Hero,275,0,0
LumiTakeji,Luminous,277,0,0
Luumnia,Adele,262,0,0
Malfe,Night Walker,280,0,0
Maokie,Arch Mage (I/L),270,0,0
Nooks7070,Dawn Warrior,260,0,0
Nv00,Shadower,260,0,0
Oakees,Cadena,270,0,0
Palorin,Paladin,264,0,0
Pedelle,Adele,271,0,0
PhaseRus,NightWalker,261,0,0
PyrusILma,Arch Mage I/L,261,0,0
Rafff,Paladin,248,0,0
SatsumaB,Hayato,278,0,0
SerAmida,Hayato,266,0,0
Shiroldol,Angelic Buster,260,0,0
SmollNippy,Bishop,273,0,0
Snooted,Wind Archer,272,0,0
SolEXCrownDawn,Warrior,252,0,0
