IGN,CLASS,LVL,CULVERT,FLAG
Jettentat,Hero,261,0,0
jin99,Adele,278,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kiangaroo[?],Kain,260,0,0
Kingigor,Bishop,265,0,0
KptKrazz,Buccaneer,276,0,0
Kunfumita,Kanna,264,0,0
Laphrii,Buccaneer,260,0,0
LoneSwallow,Shade,252,0,0
Lospalos,Hero,275,0,0
LumiTakeji,Luminous,277,0,0
Luumnia,Adele,262,0,0
Maokie,Arch Mage (I/L),271,0,0
Minterr,Buccaneer,274,0,0
NaroXY,Night Lord,284,0,0
Nooks7070,Dawn Warrior,260,0,0
Nv00,Shadower,260,0,0
Oakees,Cadena,270,0,0
PathJutsu,Pathfinder,276,0,0
Pedelle,Adele,271,0,0
PyrusILmage,Arch Mage (F/P),261,0,0
