IGN,CLASS,LVL,CULVERT,FLAG
ShyGuy69,Demon Slayer,279,"7,299",0
Maydis,Lynn,270,"7,155",0
p8kerF4c3,Hero,268,"7,065",0
Maokie,Arch Mage (I/L,271,"6,962",600
BrackMamaCannon,Unknown,0,0,0
Aggression,Buccaneer,262,"6,429",0
Invert,Battle Mage,276,"6,382",500
MesolessHo,Shadower,275,"6,307",0
DaddyDoo,Marksman,276,"6,259",600
JobuTupaky,Shadower,283,"6,192",0
AdelePyrusX,Adele,278,"5,879",300
Synchronite,Zero,261,"5,849",0
LoveGoes,Night Lord,274,"5,794",300
Dysturber,Hero,272,"5,734",0
Andiology,Hero,278,"5,396",300
ExcaliCrown,Hero,275,"5,305",0
Arestei,Phantom,271,"5,118",300
goatnuts,Kanna,265,"4,979",0
undisputed,Hayato,270,"4,936",0
buffabplz:,Hayato,250,"4,333",0
PathJutsu,Pathfinder,276,"4,328",400
sadweeken,Lara,271,"4,110",300
DongSoldierDawn,Warrior,270,"4,075",0
Drolo,Zero,271,"4,026",900
SmollNippy,Bishop,274,"3,977",700
Snowden,Bowmaster,276,"3,892",0
Icysilk,Night Lord,265,"3,797",0
ManasAB,Angelic Buster,275,"3,636",300
Hadal,Buccaneer,262,"3,541",0
gyaradoof,Wind Archer,261,"3,410",300
Josh,Evan,272,"3,220",300
NatsumeR,Lynn,265,"3,179",0
SuhcMyDa,Dawn Warrior,274,"3,169",300
eAnNyah,Wind Archer,270,"3,161",300
Winderoos,Wind Archer,274,"3,051",300
Demonictiz,Demon Avenger,250,"2,971","1,000"
Dysturbed,Phantom,265,"2,745",0
Kunfumita,Kanna,264,"2,233",600
CocoaPeb,Night Walker,260,"1,940",300
Sneakochair,Shadower,268,"1,855",300
Wexam,Mercedes,261,"1,842",0
Excellent,Blade Master,268,"1,605",600
Waokie,Hayato,263,"1,498",300
Fairysusu,Mercedes,271,"1,304",300
Susah,Unknown,0,0,0
ThatsoEvan,Evan,271,"1,261",300
ExcaillCrow,Bishop,262,"1,245",600
Gecko,Blaze Wizard,263,955,300
Dargondur,Paladin,264,635,0
SweetPlata,Bishop,264,419,300
momloveer,Night Lord,261,414,0
Hikiniku,Dawn Warrior,270,228,300
Orvius,lllium,266,0,0
Ailiou,Arch Mage (I/L),281,0,0
AlynaH,Corsair,267,0,0
Aoifene,Kaiser,248,0,0
AriesxArk,Ark,263,0,0
ArwenWindx,Wind Archer,267,0,0
Atargattis,Wind Archer,266,0,0
BuccaR1,Buccaneer,261,0,0
Camill97,Adele,270,0,0
Cessation,Hero,285,0,0
Charmante,Kinesis,282,0,0
Chuckfoo,Hero,272,0,0
CoronaHer,Hero,280,0,0
Cullis,Blade Master,279,0,0
DouBlaze,Shadower,265,0,0
Erofire,Arch Mage (F/P),264,0,0
FairParadox,Hero,272,0,0
FairyErda,Mercedes,281,0,0
FakerlsU,Mercedes,265,0,0
Femtas,Arch MageF/P,273,0,0
FindingRa,Pathfinder,281,0,0
FujiBow,Bowmaster,261,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
GiftStory,Buccaneer,265,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,243,0,0
Herfo,Hero,277,0,0
ILoveSusah,Bowmaster,260,0,0
Toyo,Battle Mage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
Jin99,Adele,278,0,0
KalePesto,Corsair,253,0,0
KannaWoo,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Ketiew,Shade,260,0,0
Kiangaroo,Kain,260,0,0
Kingigor,Bishop,264,0,0
Laphrii,Buccaneer,259,0,0
LoneSwall,Shade,252,0,0
Lospalos,Hero,275,0,0
LumiTakeji,Luminous,277,0,0
Luumnia,Adele,262,0,0
Minterr,Buccaneer,274,0,0
Nooks7070,Dawn Warrior,260,0,0
Nv00,Shadower,260,0,0
Oakees,Cadena,270,0,0
Pedelle,Adele,271,0,0
PuppyCake,Paladin,268,0,0
PyrusILma,Arch Mage (I/L,261,0,0
