IGN,CLASS,LVL,CULVERT,FLAG
Maydis:,Lynn,263,"2,829",550
FujiBow,Bowmaster,261,"2,653",100
Femtas,Arch Mage(F/P),270,"2,621",100
Synchronite,Zero,260,"2,484",350
Demonictiz,Demon Avenger,250,"2,453",650
Darkman4,Night Walker,268,"2,440",100
discountMe,Wind Archer,260,"2,396",100
Josh,Evan,270,"2,355",100
FakerlsU,Mercedes,261,"2,338",100
Hadal,Buccaneer,261,"2,303",0
SuhcMyDa,Dawn Warrior,270,"2,218",100
Arestei,Phantom,265,"1,890",100
Invert,Battle Mage,272,"1,830",100
MesolessHo,Shadower,268,"1,715",100
SmollNippy,Bishop,270,"1,448",800
Lospalos,Hero,271,"1,445",100
eAnNyah,Wind Archer,269,"1,258",100
Icysilk,Night Lord,262,"1,246",100
CocoaPeb,NightWalker,257,"1,143",250
Wexam,Mercedes,256,"1,105",0
Klobrille,Bishop,275,"1,101",100
Susah,Bowmaster,274,888,200
ThatsoEvan,Evan,267,702,100
Ketiew,Shade,260,496,400
PuppyCake,Paladin,267,435,100
Sentanapica,Bishop,245,283,0
Hikiniku,Dawn Warrior,243,84,100
Orvius,lllium,266,0,0
185cm22,Night Walker,260,0,0
Akunaii,Blade Master,268,0,0
Andiology,Hero,274,0,0
Aoifene,Kaiser,247,0,0
AriesxArk,Ark,263,0,100
ArwenWindx,Wind Archer,260,0,0
Atargattis,Wind Archer,263,0,0
Bobington,Night Lord,268,0,0
BuccaR1,Buccaneer,261,0,0
Camill97,Adele,266,0,0
Cullis,Blade Master,279,0,0
DouBlaze,Shadower,264,0,0
FairParadox,Hero,272,0,0
Fauna,Lynn,243,0,0
GIBORSHE,Hero,263,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,243,0,0
GreenHero,Hero,276,0,0
ILoveSusah,Bowmaster,239,0,0
loyo,Battle Mage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
KalePesto,Corsair,250,0,0
KannaWoo,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kunfumita,Kanna,264,0,0
Laphrii,Buccaneer,253,0,0
LeSqueech,Bishop,275,0,100
LegaSynn,Night Lord,277,0,0
LoneSwall,Shade,252,0,0
LuckyLager,Hero,253,0,0
Luumnia,Adele,262,0,0
Malfe,Night Walker,280,0,0
Minterr,Buccaneer,269,0,0
MysticBish,Bishop,261,0,0
NatsumeR,Lynn,242,0,0
Nooks7070,Dawn Warrior,259,0,0
Nv00,Shadower,255,0,0
Oakees,Cadena,264,0,0
PathJutsu,Pathfinder,273,0,0
Pedelle,Adele,271,0,0
PhaseRus,NightWalker,261,0,0
Punx,Cadena,281,0,0
PyrusILma,Arch Mage (I/L),261,0,0
