IGN,CLASS,LVL,CULVERT,FLAG
FujiBow,Bowmaster,261,"1,818",100
Maydis,Lynn,256,"1,773",300
Icysilk,Night Lord,262,"1,744",100
MesolessHo,Shadower,264,"1,732",100
gyaradoof,Wind Archer,260,"1,720",100
SmollNippy,Bishop,269,"1,694","1,000"
xIMeowless,Lynn,253,"1,470",100
eAnNyah,Wind Archer,268,"1,343",100
Invert,Battle Mage,271,"1,301",300
Klobrille,Bishop,274,"1,201",0
Josh,Evan,269,"1,002",200
Susah,Bowmaster,273,857,100
Waokie,Hayato,262,633,0
PuppyCake,Paladin,267,580,100
Ketiew,Shade,260,515,250
Fauna,Lynn,235,168,100
Orvius,Illium,266,0,0
Alivya,Bishop,283,0,0
Aoifene,Kaiser,247,0,0
ArwenWindx,Wind Archer,260,0,0
Atargattis,Wind Archer,263,0,0
BrackMamaCannon,Master,270,0,0
BuccaR1,Buccaneer,261,0,0
Chiivess,Bishop,280,0,100
Coronadena,Cadena,273,0,0
Cullis,Blade Master,279,0,0
DaddyDoo,Marksman,268,0,250
Darkman4,Night Walker,265,0,0
FairParadox,Hero,272,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
loyo,Battle Mage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
KalePesto,Corsair,250,0,0
KannaWoo,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Laphrii,Buccaneer,253,0,0
LegaSynn,Night Lord,277,0,0
LoneSwall,Shade,252,0,0
LuckyLager,Hero,253,0,0
Luumnia,Adele,262,0,0
Minterr,Buccaneer,269,0,0
MysticBish,Bishop,261,0,0
NoXArrow,Wind Archer,262,0,0
Nooks7070,Dawn Warrior,259,0,0
Oakees,Cadena,263,0,0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
Punx,Cadena,281,0,0
PyrusILma,Arch Mage (I/L,261,0,0
Rafff,Paladin,245,0,0
SatsumaB,Hayato,278,0,0
Sentanapica,Bishop,203,0,0
SerAmida,Hayato,265,0,0
Snooted,Wind Archer,270,0,0
SolEXCrownDawn,Warrior,252,0,0
