IGN,CLASS,LVL,CULVERT,FLAG
Aggression,Buccaneer,262,"5,715",0
GUINS00S,Wind Archer,271,"4,444",100
ShyGuy69,Demon Slayer,274,"4,295",100
JobuTupaky,Shadower,281,"4,102",250
OJeezOWeez,Arch Mage (F/P),275,"3,891",100
AdelePyrusX,Adele,276,"3,882",100
buffabplz,Hayato,250,"3,847",0
jin99,Adele,275,"3,473",100
Hádal,Buccaneer,261,"3,318",0
goatnuts,Kanna,260,"3,257",100
Sadweekend,Lara,268,"3,149",100
LoveGoes,Night Lord,268,"3,066",100
FujiBow,Bowmaster,261,"2,842",100
Jošh,Evan,268,"2,817",100
PathJutsu,Pathfinder,271,"2,745",100
joyjoos,Buccaneer,261,"2,674",300
DaddyDoo,Marksman,267,"2,655",400
Kunfumita,Kanna,264,"2,637",100
Demonictized,Demon Avenger,250,"2,520","1,000"
Andiology,Hero,270,"2,301",100
Herfo,Hero,266,"2,185",250
LeSqueech,Bishop,267,"2,114",100
Wharchers,Wind Archer,270,"1,963",100
Femtas,Arch Mage (F/P),267,"1,962",100
Camill97,Adele,262,"1,960",100
BobingtonNL,Night Lord,265,"1,922",100
lcysilk,Night Lord,262,"1,838",100
Akunaii,Blade Master,265,"1,778",0
FakerIsU,Mercedes,260,"1,748",100
BuccaR1,Buccaneer,261,"1,684",100
MauricioSbuc,Buccaneer,260,"1,674","1,000"
Drewster1995,Shadower,266,"1,605",100
SmollNippy,Bishop,268,"1,290","1,000"
LuxPraelia,Dawn Warrior,236,"1,288",0
gyaradoof,Wind Archer,256,"1,279",100
Invert,Battlemage,270,"1,264",100
eAnNyah,Wind Archer,267,"1,012",100
Klobrille,Bishop,273,987,0
Maokie,Hayato,262,736,0
Wexam,Mercedes,250,735,0
Lospalos,Hero,266,719,100
Tipku,Adele,261,715,100
Susah,Bowmaster,271,664,100
SuhcMyDawn,Dawn Warrior,266,564,100
PuppyCake,Paladin,266,480,100
Ketiew,Shade,260,408,200
LuckyLager,Hero,252,294,100
BoocaTooca,Buccaneer,235,104,100
0rvius,Illium,266,0,0
Aoifene,Kaiser,247,0,0
ArwenWindx,Wind Archer,260,0,0
Atargattis,Wind Archer,263,0,0
BrackMama,Cannon Master,270,0,0
Cullis,Blade Master,279,0,0
DaiMoney,Night Lord,280,0,0
darkman420,Night Walker,264,0,0
ExaBucc,Buccaneer,260,0,0
ExcaliCrown,Hero,268,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,241,0,0
GreenHero,Hero,273,0,0
Gôma,Bowmaster,262,0,0
loyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
KalePesto,Corsair,249,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kori312,Arch Mage (F/P),262,0,0
Laphrii,Buccaneer,253,0,0
LegaSynn,Night Lord,277,0,0
LoneSwallow,Shade,252,0,0
Luumnia,Adele,261,0,0
Maokie,Arch Mage (I/L),266,0,100
MightyTWY,Night Walker,265,0,0
Minterr,Buccaneer,269,0,0
MysticBishop,Bishop,261,0,0
NoXArrow,Wind Archer,262,0,0
Nooks7070,Dawn Warrior,259,0,0
Oakees,Cadena,262,0,0
Pedelle,Adele,271,0,0
PhaseRus,Night Walker,261,0,0
PowerLeap,Night Walker,267,0,0
Punx,Cadena,281,0,0
PyrusILmage,Arch Mage (I/L),261,0,0
Raffff,Paladin,236,0,0
SatsumaBushi,Hayato,278,0,0
SerAmidamaru,Hayato,265,0,0
Snooted,Wind Archer,270,0,0
Snôwden,Bowmaster,270,0,0
SolExCrown,Dawn Warrior,252,0,0
StumblsRumbl,Thunder Breaker,261,0,0
Synchronite,Zero,259,0,0
