IGN,CLASS,LVL,CULVERT,FLAG
Arestei,Phantom,266,"1,764",100
CocoaPebbles,Night Walker,260,"1,681",300
BobingtonNL,Night Lord,268,"1,651",100
Sentanapica,Bishop,260,"1,591",0
Invert,Battlemage,272,"1,364",100
Akunaii,Blade Master,269,"1,329",0
darkman420,Night Walker,270,"1,190",100
185cm22,Night Walker,261,"1,175",0
Wexam,Mercedes,259,"1,150",100
p8kerF4c3,Hero,262,"1,148",100
fdfdfgea,Demon Slayer,262,"1,023",100
DongSoldier,Dawn Warrior,262,"1,006",0
Maokie,Hayato,263,931,0
Fairysusu,Mercedes,268,927,100
Susah,Bowmaster,275,853,100
Sussybussy1,Pathfinder,263,643,100
PuppyCake,Paladin,268,614,100
Nv00,Shadower,255,550,100
Ketiew,Shade,260,459,450
DroIo,Zero,237,170,100
Hikiniku,Dawn Warrior,258,164,100
Shiroidol,Angelic Buster,260,164,100
0rvius,Illium,266,0,0
AdelePyrusX,Adele,277,0,100
Aoifene,Kaiser,248,0,0
AriesxArk,Ark,263,0,0
ArwenWindx,Wind Archer,260,0,0
Atargattis,Wind Archer,264,0,0
BuccaR1,Buccaneer,261,0,0
Cullis,Blade Master,279,0,0
FairParadox,Hero,272,0,0
FindingRawrs,Pathfinder,280,0,0
FujiBow,Bowmaster,261,0,0
GIBORSHELIMA,Hero,263,0,0
Gambianna,Kanna,242,0,0
Gambiarra,Paladin,262,0,0
Gaslowe,Hoyoung,251,0,0
GeroHero,Hero,262,0,0
Giroe,Night Lord,259,0,0
Glacister,Kanna,243,0,0
ILoveSusah,Bowmaster,257,0,0
loyo,Battlemage,270,0,0
JaeiDeun,Pathfinder,277,0,0
Jayras,Dawn Warrior,267,0,0
Jettentat,Hero,261,0,0
JobuTupaky,Shadower,282,0,0
Jošh,Evan,270,0,0
KalePesto,Corsair,250,0,0
KannaWoopit,Kanna,237,0,0
Kelci,Dawn Warrior,267,0,0
Kunfumita,Kanna,264,0,0
Laphrii,Buccaneer,254,0,0
LegaSynn,Night Lord,277,0,0
LoneSwallow,Shade,252,0,0
LuckyLager,Hero,253,0,0
LumiTakeji,Luminous,277,0,0
Luumnia,Adele,262,0,0
Minterr,Buccaneer,270,0,0
MysticBishop,Bishop,261,0,0
NatsumeReiko,Lynn,257,0,0
Nooks7070,Dawn Warrior,259,0,0
Oakees,Cadena,265,0,0
